State,Month,Temperature,Humidity,Rainfall,LAI,Population_Density,Heat_Index,Season,Lagged_Rainfall,Urban_Risk,Disease
Uttarakhand,April,27.4,54.5,2.6,1.71,918,28.15,Summer,13.1,Medium,Malaria
Madhya Pradesh,September,32.2,70.1,204.9,2.11,760,41.04,Monsoon,78.9,Medium,Dengue
Tripura,January,15.1,59.0,0.7,1.19,547,28.41,Winter,17.9,Medium,Cholera
Sikkim,April,21.2,73.7,46.7,1.41,536,22.74,Summer,48.4,Low,Cholera
Punjab,September,21.8,64.7,6.0,0.87,323,24.04,Monsoon,501.3,Medium,Dengue
Kerala,January,18.4,72.2,0.6,0.5,11070,23.13,Winter,16.0,High,Cholera
Kerala,November,25.6,92.5,47.0,0.5,213,27.07,Post-Monsoon,335.5,Low,Cholera
Uttar Pradesh,April,32.9,46.8,31.8,0.86,704,35.22,Summer,3.9,Low,Cholera
Goa,April,38.2,78.4,18.9,0.5,146,70.84,Summer,14.6,Low,Heatstroke
Uttar Pradesh,March,29.9,56.3,6.2,0.5,451,31.95,Summer,27.5,Low,Malaria
Maharashtra,May,39.2,63.4,79.1,1.64,577,62.23,Summer,0.3,Medium,Cholera
Kerala,June,39.5,97.0,283.3,3.31,401,99.89,Monsoon,59.4,Low,Malaria
Karnataka,October,23.2,78.9,5.5,0.5,4105,23.47,Post-Monsoon,122.9,Medium,Typhoid
Gujarat,February,24.8,51.1,29.7,0.65,54,25.79,Winter,13.0,Medium,Heatstroke
West Bengal,June,40.7,97.0,18.9,1.03,341,109.22,Monsoon,10.6,Medium,Cholera
Kerala,August,35.2,97.0,112.7,1.59,976,70.42,Monsoon,172.8,Medium,Cholera
Andhra Pradesh,March,27.3,63.0,3.9,0.5,2795,28.73,Summer,65.1,Medium,Heatstroke
Nagaland,June,30.6,97.0,17.1,1.25,461,45.79,Monsoon,34.8,Low,Dengue
Delhi,June,32.2,62.0,27.3,2.32,607,38.19,Monsoon,1.8,Low,Dengue
Meghalaya,December,13.2,70.6,10.4,1.11,542,29.23,Winter,15.1,Medium,Dengue
Assam,May,37.7,82.6,5.2,0.5,161,72.09,Summer,48.3,Medium,Heatstroke
Gujarat,October,26.7,60.1,25.0,0.5,1448,27.72,Post-Monsoon,139.7,Medium,Malaria
Chhattisgarh,March,26.6,63.4,1.2,0.5,1560,27.79,Summer,27.5,High,Cholera
Madhya Pradesh,April,32.3,45.1,19.0,1.42,1434,33.76,Summer,4.2,Low,Heatstroke
Uttar Pradesh,September,26.2,73.6,66.6,2.4,1891,27.75,Monsoon,60.0,Low,Typhoid
Madhya Pradesh,October,27.9,62.3,23.3,1.38,219,29.55,Post-Monsoon,212.7,Medium,Typhoid
Tripura,August,29.4,97.0,371.9,5.04,386,40.54,Monsoon,160.5,Low,Cholera
Punjab,February,19.0,29.0,52.1,1.16,9852,24.54,Winter,11.0,High,Typhoid
Goa,May,41.5,86.9,43.7,0.76,531,100.91,Summer,9.5,Medium,Cholera
Tripura,January,19.6,68.7,1.4,0.5,1237,23.45,Winter,23.5,Medium,Typhoid
Punjab,July,24.9,80.6,16.8,0.5,2388,25.7,Monsoon,198.0,Medium,Malaria
Gujarat,April,38.3,55.9,9.6,0.5,105,53.21,Summer,11.8,Low,Typhoid
Karnataka,December,17.2,57.8,55.3,1.57,384,26.29,Winter,5.1,Low,Dengue
Manipur,March,22.5,75.3,10.7,0.5,112,23.23,Summer,2.3,Low,Heatstroke
Punjab,September,22.8,71.6,76.0,0.79,1985,23.83,Monsoon,427.4,Medium,Dengue
Bihar,June,32.7,94.9,310.0,4.38,979,54.91,Monsoon,35.4,Low,Malaria
Assam,July,28.3,97.0,161.3,1.68,3042,36.16,Monsoon,25.9,Medium,Dengue
Jharkhand,March,27.5,57.8,34.3,0.8,204,28.54,Summer,15.3,Medium,Malaria
Chhattisgarh,June,37.2,90.9,109.8,1.92,336,77.14,Monsoon,15.6,Low,Dengue
Sikkim,October,12.2,71.9,212.6,3.36,186,30.77,Post-Monsoon,135.9,Medium,Cholera
Tamil Nadu,November,26.4,76.0,19.6,0.85,965,28.23,Post-Monsoon,97.3,Low,Heatstroke
Delhi,November,20.9,44.8,24.1,0.64,1978,25.08,Post-Monsoon,53.3,Medium,Dengue
Assam,September,28.1,97.0,205.6,2.75,2138,35.4,Monsoon,194.1,Medium,Malaria
Uttarakhand,August,21.7,85.1,50.0,1.12,481,21.7,Monsoon,92.9,Low,Cholera
Delhi,March,32.5,44.9,7.9,1.02,652,34.05,Summer,27.0,Low,Typhoid
Assam,February,14.2,54.2,1.0,0.5,756,29.97,Winter,11.9,Medium,Typhoid
Sikkim,January,8.0,47.6,9.3,1.91,3106,41.15,Winter,16.9,Low,Heatstroke
Maharashtra,September,34.8,85.0,420.0,5.71,3196,59.02,Monsoon,94.5,Low,Dengue
Goa,September,30.8,97.0,53.0,1.06,660,46.72,Monsoon,334.3,Low,Cholera
Andhra Pradesh,May,41.2,67.4,21.4,2.17,1686,75.17,Summer,29.3,Medium,Heatstroke
Tamil Nadu,December,21.9,67.0,24.3,0.5,2146,23.84,Winter,27.6,High,Typhoid
Uttarakhand,December,8.0,44.2,1.7,1.26,190,40.07,Winter,6.2,Low,Heatstroke
Kerala,January,17.9,73.3,11.0,0.5,927,23.12,Winter,16.0,Medium,Dengue
Bihar,April,31.4,51.0,5.4,0.61,944,33.51,Summer,13.5,Medium,Typhoid
Chhattisgarh,January,12.1,56.1,2.2,0.5,1840,33.37,Winter,21.4,Low,Typhoid
Jharkhand,January,13.9,45.9,0.3,0.5,1391,30.15,Winter,22.8,Low,Malaria
Bihar,January,16.1,49.6,3.5,0.94,545,27.76,Winter,19.3,Low,Typhoid
Punjab,December,12.3,44.6,0.5,0.82,754,32.24,Winter,6.3,Medium,Heatstroke
Tripura,October,21.7,73.2,13.2,1.02,966,23.01,Post-Monsoon,287.7,Low,Typhoid
Gujarat,March,32.3,49.6,21.3,0.5,1053,34.82,Summer,29.7,Medium,Malaria
Meghalaya,May,30.8,84.7,0.9,0.5,375,41.86,Summer,3.2,Low,Heatstroke
Haryana,June,32.6,69.6,257.9,4.16,725,42.05,Monsoon,36.1,Low,Dengue
Kerala,April,35.5,85.5,77.0,1.11,97,62.87,Summer,9.7,Low,Dengue
Goa,December,17.6,72.3,17.6,0.99,380,23.53,Winter,6.7,Medium,Cholera
Odisha,October,30.1,75.0,0.3,0.73,1524,36.57,Post-Monsoon,66.2,Low,Heatstroke
Jharkhand,January,14.5,59.2,7.4,0.86,293,29.2,Winter,17.6,Low,Malaria
Jharkhand,July,28.8,91.7,23.2,0.65,818,36.79,Monsoon,90.8,Medium,Cholera
Chhattisgarh,April,33.1,70.0,21.9,0.93,2747,43.79,Summer,5.4,Medium,Dengue
Assam,May,33.6,78.5,26.2,0.5,702,49.73,Summer,42.4,Medium,Typhoid
Nagaland,March,23.2,64.6,4.2,0.5,7827,24.61,Summer,17.8,Medium,Typhoid
Manipur,August,24.2,97.0,7.0,0.5,118,24.2,Monsoon,117.2,Medium,Malaria
Manipur,February,17.1,71.9,11.6,0.89,2464,23.97,Winter,7.0,High,Malaria
Haryana,February,20.0,31.7,5.3,0.71,650,24.69,Winter,13.2,Low,Typhoid
Himachal Pradesh,February,9.2,48.8,0.2,0.5,2237,38.71,Winter,0.6,Medium,Typhoid
Manipur,October,17.6,79.2,69.8,0.5,378,21.67,Post-Monsoon,12.4,Medium,Dengue
Punjab,August,28.3,76.1,74.6,2.63,1658,32.21,Monsoon,121.1,High,Dengue
Uttar Pradesh,July,30.4,77.3,77.6,1.31,892,38.09,Monsoon,71.0,Low,Typhoid
West Bengal,April,30.8,75.1,13.3,0.97,1986,38.61,Summer,10.2,Low,Heatstroke
Assam,March,30.8,75.4,13.1,0.7,2279,38.7,Summer,24.3,Medium,Heatstroke
Bihar,June,34.2,89.7,33.5,1.2,118,59.26,Monsoon,39.0,Medium,Cholera
Kerala,November,22.0,89.3,126.7,2.34,5199,22.0,Post-Monsoon,280.5,Medium,Cholera
Uttar Pradesh,June,37.9,76.2,211.7,2.95,1325,67.31,Monsoon,0.4,Medium,Dengue
Haryana,April,35.2,42.2,24.1,0.5,2111,38.29,Summer,76.7,Medium,Heatstroke
Tripura,April,31.0,75.9,26.3,1.02,156,39.47,Summer,1.8,Medium,Typhoid
Odisha,January,19.0,62.3,40.3,1.02,343,24.6,Winter,20.0,Low,Typhoid
Kerala,August,35.8,97.0,13.1,1.14,324,74.15,Monsoon,170.8,Medium,Malaria
Chhattisgarh,September,28.3,96.7,69.1,0.96,6929,36.09,Monsoon,105.8,High,Cholera
Kerala,July,33.3,97.0,224.2,2.65,419,59.38,Monsoon,34.6,Medium,Malaria
Haryana,August,31.0,63.8,6.6,0.5,230,35.83,Monsoon,5.8,Low,Typhoid
Goa,October,23.9,96.7,7.7,0.78,1469,23.9,Post-Monsoon,32.1,Low,Cholera
Punjab,October,20.2,61.4,19.3,0.68,93,24.33,Post-Monsoon,46.5,Low,Dengue
Tamil Nadu,January,24.0,65.4,1.4,0.5,1464,25.11,Winter,18.2,Medium,Malaria
Delhi,January,19.1,34.2,10.2,0.5,458,25.1,Winter,21.2,Medium,Cholera
Tamil Nadu,November,20.7,78.5,30.0,1.83,699,21.7,Post-Monsoon,93.0,Low,Typhoid
Bihar,February,16.0,50.3,9.3,0.5,464,27.85,Winter,5.8,Medium,Typhoid
Chhattisgarh,October,27.9,77.5,19.3,0.65,5117,31.49,Post-Monsoon,3.9,High,Dengue
Tripura,September,26.3,97.0,165.5,1.99,539,29.22,Monsoon,81.9,Low,Malaria
Gujarat,October,28.4,71.9,80.1,1.42,987,31.76,Post-Monsoon,138.7,Low,Malaria
Manipur,October,14.7,78.2,9.4,1.29,480,24.57,Post-Monsoon,10.8,Low,Malaria
West Bengal,April,35.8,84.5,41.2,0.5,1072,63.63,Summer,9.2,Low,Cholera
Chhattisgarh,March,25.1,61.9,38.8,0.71,3170,26.09,Summer,28.7,High,Malaria
Madhya Pradesh,June,37.6,70.8,22.7,1.42,1232,61.4,Monsoon,6.3,Low,Dengue
Rajasthan,July,35.7,50.5,216.2,2.48,2519,42.6,Monsoon,111.8,Medium,Malaria
Haryana,April,32.0,50.1,31.6,0.76,425,34.39,Summer,76.9,Medium,Heatstroke
Tripura,December,13.8,65.7,2.7,0.5,1083,29.32,Winter,25.7,Low,Typhoid
Tamil Nadu,July,30.3,97.0,63.9,1.44,5154,44.44,Monsoon,18.7,High,Malaria
Jharkhand,October,27.6,83.2,2.5,0.5,1086,31.55,Post-Monsoon,190.7,Low,Typhoid
Tamil Nadu,July,35.7,97.0,420.0,5.57,124,73.52,Monsoon,14.9,Low,Dengue
West Bengal,August,30.0,97.0,420.0,5.3,6045,43.11,Monsoon,313.5,High,Cholera
Assam,January,15.0,70.5,0.5,1.04,1388,26.49,Winter,17.3,Medium,Dengue
Sikkim,December,8.0,61.5,3.1,0.5,314,42.92,Winter,39.2,Low,Dengue
Odisha,April,35.8,81.1,2.7,0.5,362,61.04,Summer,14.5,Medium,Dengue
West Bengal,July,29.7,97.0,152.2,1.68,1183,41.81,Monsoon,434.7,Medium,Malaria
Manipur,April,27.8,74.4,3.8,0.69,3691,30.84,Summer,2.0,Medium,Dengue
Madhya Pradesh,March,29.7,43.5,2.1,0.5,416,29.75,Summer,30.6,Medium,Heatstroke
Telangana,May,40.3,61.5,19.5,0.5,4441,65.21,Summer,0.6,Medium,Typhoid
Assam,January,14.4,60.1,6.1,0.85,210,29.25,Winter,17.6,Medium,Typhoid
Goa,April,33.3,79.6,19.0,0.5,129,49.12,Summer,14.9,Medium,Typhoid
Gujarat,January,20.2,53.0,7.9,0.5,1375,25.01,Winter,18.3,Low,Typhoid
Sikkim,July,16.2,95.9,279.0,4.26,450,16.2,Monsoon,305.0,Medium,Dengue
Uttar Pradesh,August,31.8,77.9,69.6,1.98,981,42.8,Monsoon,235.1,Medium,Typhoid
Karnataka,April,30.9,66.0,70.7,0.5,158,36.19,Summer,6.5,Low,Malaria
Bihar,November,21.9,55.3,45.4,1.51,505,24.73,Post-Monsoon,72.8,Low,Typhoid
Uttar Pradesh,October,24.2,58.1,45.6,1.81,1161,25.42,Post-Monsoon,19.3,Medium,Typhoid
Karnataka,May,39.4,69.6,6.4,0.57,13663,68.6,Summer,2.2,High,Heatstroke
Maharashtra,November,21.6,62.2,10.8,0.88,5311,24.23,Post-Monsoon,71.6,Medium,Typhoid
Kerala,December,17.5,73.7,16.2,0.81,500,23.25,Winter,5.7,Low,Cholera
Sikkim,May,23.2,62.7,8.7,0.5,505,24.71,Summer,0.2,Medium,Typhoid
Gujarat,January,21.3,36.3,20.1,0.5,974,24.87,Winter,18.1,Low,Typhoid
Goa,November,22.9,82.0,8.6,1.69,4370,22.9,Post-Monsoon,1.1,High,Cholera
Assam,April,28.6,79.6,94.7,2.09,384,33.57,Summer,6.2,Low,Malaria
Haryana,February,21.5,34.6,9.8,0.5,1109,24.79,Winter,15.9,Medium,Heatstroke
Chhattisgarh,March,27.4,59.4,60.1,1.8,760,28.55,Summer,19.5,Low,Typhoid
Tripura,July,28.7,97.0,420.0,6.03,1531,37.7,Monsoon,93.9,Medium,Cholera
Manipur,March,22.5,72.1,12.9,1.13,1163,23.59,Summer,2.1,Medium,Heatstroke
Uttar Pradesh,November,17.9,54.6,57.6,1.12,1050,26.01,Post-Monsoon,17.9,Low,Typhoid
Goa,August,26.9,97.0,239.2,3.77,833,31.16,Monsoon,226.6,Medium,Dengue
Jharkhand,March,27.1,56.5,40.4,0.63,913,27.95,Summer,11.3,Low,Malaria
Andhra Pradesh,December,18.2,63.5,0.1,0.5,801,24.84,Winter,15.4,Low,Typhoid
West Bengal,May,39.7,82.8,8.0,0.5,236,83.89,Summer,194.1,Low,Cholera
Maharashtra,February,21.6,61.1,12.0,0.5,616,24.32,Winter,3.2,Low,Typhoid
Jharkhand,March,25.1,63.6,21.7,0.5,10363,26.09,Summer,14.5,High,Malaria
Assam,September,27.5,97.0,52.9,0.91,1215,33.22,Monsoon,213.6,Low,Cholera
Rajasthan,September,35.0,36.8,87.0,2.38,5985,36.3,Monsoon,298.0,High,Malaria
Jharkhand,August,29.2,80.8,420.0,5.46,1951,35.49,Monsoon,99.4,Medium,Dengue
Maharashtra,May,43.3,70.7,19.0,0.5,780,90.46,Summer,0.4,Low,Malaria
Meghalaya,August,21.9,97.0,389.6,5.48,2138,21.9,Monsoon,112.8,Medium,Cholera
Madhya Pradesh,November,21.9,45.5,2.0,0.5,315,25.0,Post-Monsoon,5.2,Medium,Dengue
Maharashtra,July,29.5,92.5,158.8,2.7,459,39.59,Monsoon,190.1,Low,Malaria
Rajasthan,April,38.6,20.0,8.1,0.5,737,38.6,Summer,7.1,Low,Heatstroke
Maharashtra,May,40.1,63.7,42.6,1.72,731,66.34,Summer,0.3,Low,Typhoid
Manipur,September,22.0,97.0,127.3,2.93,76,22.0,Monsoon,29.0,Low,Typhoid
Himachal Pradesh,June,26.4,83.6,163.6,3.23,893,28.68,Monsoon,13.5,Medium,Dengue
West Bengal,January,19.6,67.1,8.3,0.5,812,23.71,Winter,20.4,Low,Typhoid
Goa,October,25.9,94.3,7.7,1.75,645,27.92,Post-Monsoon,36.7,Low,Cholera
Andhra Pradesh,July,35.0,97.0,420.0,5.62,397,69.2,Monsoon,201.4,Low,Malaria
Manipur,November,15.5,65.1,4.6,0.5,360,27.03,Post-Monsoon,31.0,Medium,Typhoid
Goa,September,29.3,97.0,175.4,3.26,2917,40.13,Monsoon,327.8,Medium,Cholera
Rajasthan,August,35.4,51.2,327.1,4.87,381,42.14,Monsoon,408.7,Low,Cholera
Odisha,August,32.6,97.0,15.1,0.95,3162,55.62,Monsoon,198.0,Medium,Typhoid
Telangana,October,24.3,71.8,70.9,0.65,3027,25.15,Post-Monsoon,41.9,High,Typhoid
Goa,July,26.1,97.0,274.4,3.61,327,28.61,Monsoon,212.8,Medium,Malaria
Gujarat,October,28.0,62.6,36.7,1.86,1472,29.75,Post-Monsoon,143.3,Low,Typhoid
Nagaland,May,31.4,72.1,6.2,1.21,11613,39.39,Summer,16.5,Medium,Malaria
Jharkhand,July,31.0,93.1,420.0,4.68,1372,45.96,Monsoon,84.6,Low,Dengue
Manipur,November,10.1,69.8,36.3,1.29,250,36.1,Post-Monsoon,23.4,Low,Typhoid
Uttarakhand,June,19.8,86.4,259.7,3.98,1780,19.8,Monsoon,10.5,Medium,Cholera
Kerala,March,29.5,81.9,9.6,1.06,1157,36.65,Summer,4.1,Low,Heatstroke
Meghalaya,January,8.8,75.9,28.8,0.5,638,37.9,Winter,23.3,Medium,Cholera
Andhra Pradesh,August,33.7,97.0,328.2,4.75,323,61.6,Monsoon,496.9,Medium,Typhoid
Karnataka,April,35.0,68.0,7.5,1.18,1085,49.21,Summer,7.3,Low,Heatstroke
Chhattisgarh,March,29.8,55.9,3.8,1.85,215,31.71,Summer,20.7,Low,Malaria
Bihar,September,25.8,90.0,41.1,0.5,85,27.54,Monsoon,171.8,Low,Cholera
Punjab,July,29.6,72.0,184.2,2.58,3554,34.53,Monsoon,198.3,Low,Malaria
Bihar,December,18.7,51.3,1.3,1.28,4375,25.7,Winter,23.7,Low,Typhoid
Sikkim,October,11.3,73.4,93.8,2.53,170,32.25,Post-Monsoon,113.7,Medium,Dengue
Haryana,February,23.5,38.1,0.1,0.53,746,25.13,Winter,13.3,Low,Typhoid
Punjab,July,28.1,85.8,420.0,5.98,153,33.32,Monsoon,270.7,Medium,Dengue
Tripura,August,30.3,97.0,180.0,3.02,1959,44.44,Monsoon,177.5,Medium,Malaria
Telangana,August,35.0,88.7,135.8,2.08,100,62.69,Monsoon,26.9,Low,Malaria
Karnataka,April,32.8,65.3,9.4,0.65,448,40.95,Summer,6.8,Medium,Malaria
Meghalaya,September,23.6,97.0,11.4,0.5,5103,23.6,Monsoon,28.8,High,Cholera
Goa,January,16.9,66.1,2.6,0.5,1684,25.37,Winter,23.8,Medium,Heatstroke
Nagaland,October,16.4,76.6,3.1,0.5,201,23.26,Post-Monsoon,55.6,Low,Typhoid
Odisha,December,18.7,64.0,13.8,0.5,1432,24.5,Winter,38.6,Low,Typhoid
Tamil Nadu,October,32.9,91.6,43.6,0.75,73,53.99,Post-Monsoon,147.9,Low,Typhoid
Madhya Pradesh,February,25.2,47.0,4.8,0.61,961,25.95,Winter,13.3,Medium,Typhoid
Sikkim,April,19.5,65.5,16.2,1.35,1057,23.97,Summer,37.5,Low,Typhoid
Himachal Pradesh,October,13.1,62.4,61.2,1.38,493,31.04,Post-Monsoon,0.1,Low,Dengue
Himachal Pradesh,July,17.2,79.0,52.8,0.5,2311,21.94,Monsoon,130.6,Low,Cholera
Uttar Pradesh,December,14.6,54.8,2.8,0.5,245,29.39,Winter,27.9,Medium,Typhoid
Himachal Pradesh,March,10.1,46.8,6.6,0.67,1475,36.45,Summer,4.0,Low,Typhoid
Manipur,October,21.9,88.9,73.7,2.04,599,21.9,Post-Monsoon,12.1,Low,Dengue
Odisha,December,20.1,57.3,4.5,0.88,417,24.74,Winter,32.7,Medium,Typhoid
Madhya Pradesh,April,35.3,49.4,1.7,0.5,424,41.15,Summer,3.2,Medium,Typhoid
Uttarakhand,August,12.5,91.4,335.5,4.19,7125,21.69,Monsoon,103.2,Medium,Typhoid
Telangana,November,27.8,58.9,35.2,0.85,765,29.05,Post-Monsoon,41.7,Low,Typhoid
Gujarat,December,20.1,53.2,1.2,0.62,1471,25.02,Winter,29.7,Low,Heatstroke
Uttar Pradesh,April,32.8,55.7,69.4,1.15,244,37.58,Summer,3.7,Low,Malaria
Sikkim,May,23.3,70.8,15.2,0.5,154,24.27,Summer,0.2,Medium,Dengue
Uttar Pradesh,September,28.2,75.2,244.5,4.38,675,31.83,Monsoon,61.3,Low,Dengue
Jharkhand,December,15.7,53.1,17.5,0.98,1588,28.11,Winter,20.5,Medium,Typhoid
Gujarat,July,33.8,80.8,376.2,5.89,410,51.83,Monsoon,125.7,Medium,Typhoid
Kerala,May,39.1,95.7,2.1,0.5,634,95.25,Summer,14.7,Low,Malaria
Sikkim,March,11.3,78.7,4.8,0.63,50,30.39,Summer,3.4,Medium,Dengue
Manipur,June,31.6,95.8,103.4,1.95,11757,49.95,Monsoon,37.1,High,Malaria
Delhi,April,36.0,44.5,20.3,0.72,400,40.82,Summer,6.6,Medium,Heatstroke
Tamil Nadu,December,20.8,67.1,24.1,0.5,425,23.61,Winter,25.1,Medium,Typhoid
Odisha,January,22.1,59.3,4.7,0.5,143,24.53,Winter,17.5,Low,Heatstroke
Delhi,June,33.8,68.5,420.0,6.18,449,45.38,Monsoon,1.4,Low,Heatstroke
Goa,April,32.9,73.0,17.1,0.5,159,44.46,Summer,15.2,Low,Typhoid
Uttar Pradesh,February,21.7,44.9,10.6,1.1,7122,25.01,Winter,10.0,High,Malaria
Rajasthan,December,24.7,20.0,7.3,0.89,294,24.81,Winter,3.0,Medium,Typhoid
Gujarat,October,27.0,69.5,77.6,1.2,2415,28.81,Post-Monsoon,116.1,High,Dengue
Tamil Nadu,September,30.4,92.0,47.3,1.38,1165,42.99,Monsoon,43.8,Medium,Cholera
Haryana,August,22.8,81.6,291.0,3.82,1136,22.8,Monsoon,7.2,Medium,Cholera
Telangana,July,30.7,93.4,412.4,5.98,1485,44.78,Monsoon,116.1,Medium,Dengue
Uttarakhand,July,20.0,86.1,279.9,4.1,856,20.0,Monsoon,38.5,Low,Dengue
Delhi,December,16.5,35.2,10.5,1.04,749,26.37,Winter,5.9,Medium,Heatstroke
Jharkhand,March,29.8,56.6,9.2,0.51,148,31.83,Summer,14.2,Medium,Cholera
Tamil Nadu,May,42.0,89.0,24.3,0.85,335,107.56,Summer,14.1,Low,Heatstroke
Kerala,July,38.2,97.0,420.0,4.87,3868,90.32,Monsoon,27.9,Medium,Dengue
Punjab,December,13.8,45.5,5.2,0.5,2358,30.24,Winter,7.5,Medium,Typhoid
Delhi,August,27.2,79.2,420.0,5.58,1658,30.11,Monsoon,329.8,Medium,Typhoid
Meghalaya,September,20.4,97.0,402.0,5.07,610,20.4,Monsoon,34.1,Low,Cholera
Tamil Nadu,July,37.1,97.0,154.6,2.08,226,82.67,Monsoon,22.2,Medium,Cholera
Jharkhand,July,29.3,87.6,420.0,6.11,414,37.49,Monsoon,110.2,Low,Malaria
Haryana,December,12.5,36.5,17.7,0.53,1699,30.19,Winter,34.3,High,Typhoid
Jharkhand,March,22.8,61.8,7.1,0.5,818,24.58,Summer,10.8,Low,Malaria
Uttarakhand,July,16.8,91.6,420.0,6.04,1054,17.31,Monsoon,38.3,Low,Dengue
Nagaland,August,22.6,97.0,420.0,5.35,614,22.6,Monsoon,85.9,Medium,Dengue
Tamil Nadu,August,33.5,97.0,46.6,0.58,1792,60.49,Monsoon,98.0,Medium,Cholera
Nagaland,March,17.7,72.8,42.2,1.04,2667,23.35,Summer,12.6,Medium,Cholera
Punjab,May,34.5,61.9,33.1,1.22,11204,44.46,Summer,20.8,Medium,Typhoid
Tripura,December,17.4,63.5,6.9,1.21,1247,25.4,Winter,26.7,Low,Cholera
Manipur,September,21.8,96.3,420.0,6.43,430,21.8,Monsoon,34.4,Medium,Cholera
Assam,December,16.6,79.6,4.6,0.93,348,22.14,Winter,2.8,Medium,Malaria
Andhra Pradesh,November,22.6,65.4,35.4,0.82,1424,24.25,Post-Monsoon,25.8,Low,Typhoid
Sikkim,July,19.8,89.9,128.1,1.71,51,19.8,Monsoon,295.2,Low,Cholera
Chhattisgarh,November,21.2,64.4,11.4,0.77,633,23.96,Post-Monsoon,13.6,Low,Dengue
Bihar,September,28.7,76.6,310.9,4.75,1629,33.26,Monsoon,145.6,Medium,Dengue
West Bengal,August,28.9,97.0,141.0,2.91,317,38.5,Monsoon,262.1,Low,Dengue
Maharashtra,March,25.3,67.7,3.6,0.81,512,26.33,Summer,22.9,Medium,Heatstroke
Chhattisgarh,July,28.1,94.7,386.3,5.86,276,34.95,Monsoon,191.6,Low,Dengue
Jharkhand,March,26.8,61.9,51.7,1.69,3407,27.96,Summer,12.5,Low,Dengue
Uttar Pradesh,April,36.7,53.6,62.7,1.32,218,46.81,Summer,3.6,Medium,Malaria
Jharkhand,June,36.0,78.2,129.0,2.04,2349,59.83,Monsoon,21.1,Medium,Heatstroke
Manipur,April,32.0,73.6,38.2,0.5,520,41.76,Summer,2.0,Low,Typhoid
Kerala,December,19.9,85.3,0.6,1.25,533,19.9,Winter,6.1,Low,Heatstroke
Sikkim,July,18.3,97.0,106.8,1.82,327,18.3,Monsoon,345.3,Low,Cholera
Andhra Pradesh,March,33.0,68.4,2.3,0.98,607,42.79,Summer,61.4,Medium,Heatstroke
West Bengal,April,35.2,79.1,0.6,0.86,264,56.84,Summer,10.8,Low,Malaria
Bihar,July,33.5,88.8,133.2,1.93,1586,55.22,Monsoon,24.9,Medium,Malaria
Haryana,April,31.6,36.0,16.1,0.5,229,31.6,Summer,91.0,Medium,Malaria
Maharashtra,September,27.5,85.5,420.0,6.08,140,31.59,Monsoon,75.6,Medium,Malaria
Telangana,September,31.4,84.3,207.3,2.29,1101,43.94,Monsoon,1.6,Medium,Dengue
Haryana,November,15.7,49.6,14.8,0.5,1753,28.17,Post-Monsoon,117.0,Low,Cholera
Gujarat,October,23.5,71.9,103.9,0.5,106,24.36,Post-Monsoon,147.7,Low,Dengue
Goa,April,33.3,78.6,62.7,1.62,1007,48.6,Summer,15.3,Low,Cholera
Rajasthan,October,32.2,45.3,25.6,1.53,2046,33.64,Post-Monsoon,33.9,Medium,Malaria
Madhya Pradesh,June,40.3,70.5,302.1,4.38,10333,73.9,Monsoon,6.9,High,Heatstroke
Himachal Pradesh,May,28.8,63.3,11.1,1.53,11569,31.19,Summer,5.5,High,Heatstroke
Rajasthan,December,21.6,23.1,2.6,0.5,188,23.94,Winter,2.9,Medium,Typhoid
West Bengal,March,24.9,76.7,29.5,0.5,903,25.77,Summer,0.8,Low,Malaria
Rajasthan,March,33.5,20.0,2.0,0.5,1228,33.5,Summer,2.1,Medium,Malaria
Bihar,January,8.0,42.0,4.9,0.77,1369,39.25,Winter,23.9,Low,Malaria
Uttar Pradesh,May,35.6,57.4,2.8,0.5,1732,45.55,Summer,42.0,Medium,Typhoid
Delhi,February,23.3,49.8,1.4,0.5,809,25.15,Winter,1.1,Low,Typhoid
West Bengal,July,31.1,97.0,176.8,3.67,1209,48.12,Monsoon,320.0,Medium,Cholera
Uttar Pradesh,April,34.8,54.3,39.7,1.56,2534,41.92,Summer,3.7,Medium,Cholera
Rajasthan,April,41.5,24.1,87.7,2.19,450,43.28,Summer,6.4,Low,Heatstroke
Sikkim,February,8.0,66.9,1.1,1.0,743,42.47,Winter,6.9,Medium,Typhoid
Andhra Pradesh,March,30.7,62.1,1.2,0.5,9926,34.72,Summer,57.3,Medium,Heatstroke
Telangana,January,21.8,47.3,15.0,0.5,1033,24.99,Winter,21.1,Low,Dengue
West Bengal,August,26.4,97.0,230.5,2.55,727,29.54,Monsoon,299.6,Medium,Malaria
Karnataka,July,31.3,97.0,188.1,3.61,990,49.08,Monsoon,223.1,Low,Cholera
Gujarat,September,31.5,64.2,179.7,2.29,378,37.14,Monsoon,436.8,Medium,Cholera
Tripura,July,26.8,97.0,420.0,5.52,50,30.83,Monsoon,105.0,Low,Cholera
Karnataka,March,27.4,61.9,8.6,0.73,12523,28.77,Summer,15.0,High,Typhoid
Telangana,March,28.2,59.4,18.8,0.9,789,29.68,Summer,22.0,Low,Heatstroke
Kerala,May,38.7,82.6,3.9,0.5,8619,77.73,Summer,18.0,Medium,Cholera
Telangana,February,25.2,50.5,2.1,0.82,4563,26.02,Winter,3.5,Low,Typhoid
Gujarat,February,23.4,45.7,17.4,0.5,137,25.2,Winter,10.1,Medium,Typhoid
